Time,Oxygen Level,Pulse Rate,Motion,O2 Reminder,PR Reminder
19:37:19 Jul 16 2025,98,118,38,0,0
19:37:21 Jul 16 2025,98,118,42,0,0
19:37:23 Jul 16 2025,98,118,23,0,0
19:37:25 Jul 16 2025,98,119,27,0,0
19:37:27 Jul 16 2025,98,119,24,0,0
19:37:29 Jul 16 2025,98,120,21,0,0
19:37:31 Jul 16 2025,98,121,23,0,0
19:37:33 Jul 16 2025,98,121,40,0,0
19:37:35 Jul 16 2025,98,120,27,0,0
19:37:37 Jul 16 2025,98,120,25,0,0
19:37:39 Jul 16 2025,98,120,29,0,0
19:37:41 Jul 16 2025,98,120,23,0,0
19:37:43 Jul 16 2025,98,119,45,0,0
19:37:45 Jul 16 2025,98,120,35,0,0
19:37:47 Jul 16 2025,98,118,42,0,0
19:37:49 Jul 16 2025,98,118,34,0,0
19:37:51 Jul 16 2025,98,117,38,0,0
19:37:53 Jul 16 2025,98,117,43,0,0
19:37:55 Jul 16 2025,98,119,23,0,0
19:37:57 Jul 16 2025,98,120,28,0,0
19:37:59 Jul 16 2025,98,119,28,0,0
19:38:01 Jul 16 2025,98,116,41,0,0
19:38:03 Jul 16 2025,98,117,52,0,0
19:38:05 Jul 16 2025,98,117,30,0,0
19:38:07 Jul 16 2025,98,117,43,0,0
19:38:09 Jul 16 2025,98,122,38,0,0
19:38:11 Jul 16 2025,98,125,51,0,0
19:38:13 Jul 16 2025,98,125,38,0,0
19:38:15 Jul 16 2025,98,125,39,0,0
19:38:17 Jul 16 2025,98,124,40,0,0
19:38:19 Jul 16 2025,98,123,40,0,0
19:38:21 Jul 16 2025,98,122,38,0,0
19:38:23 Jul 16 2025,98,121,30,0,0
19:38:25 Jul 16 2025,98,121,30,0,0
19:38:27 Jul 16 2025,98,120,36,0,0
19:38:29 Jul 16 2025,98,121,45,0,0
19:38:31 Jul 16 2025,98,122,41,0,0
19:38:33 Jul 16 2025,98,122,35,0,0
19:38:35 Jul 16 2025,99,122,40,0,0
19:38:37 Jul 16 2025,99,123,41,0,0
19:38:39 Jul 16 2025,99,123,34,0,0
19:38:41 Jul 16 2025,99,123,36,0,0
19:38:43 Jul 16 2025,99,123,32,0,0
19:38:45 Jul 16 2025,99,122,45,0,0
19:38:47 Jul 16 2025,99,122,31,0,0
19:38:49 Jul 16 2025,99,122,26,0,0
19:38:51 Jul 16 2025,99,121,38,0,0
19:38:53 Jul 16 2025,99,122,20,0,0
19:38:55 Jul 16 2025,99,121,29,0,0
19:38:57 Jul 16 2025,99,122,20,0,0
19:38:59 Jul 16 2025,99,122,24,0,0
19:39:01 Jul 16 2025,99,122,13,0,0
19:39:03 Jul 16 2025,99,121,23,0,0
19:39:05 Jul 16 2025,99,121,18,0,0
19:39:07 Jul 16 2025,99,120,24,0,0
19:39:09 Jul 16 2025,99,119,18,0,0
19:39:11 Jul 16 2025,99,120,22,0,0
19:39:13 Jul 16 2025,98,119,16,0,0
19:39:15 Jul 16 2025,98,118,21,0,0
19:39:17 Jul 16 2025,97,118,21,0,0
19:39:19 Jul 16 2025,97,117,18,0,0
19:39:21 Jul 16 2025,97,116,23,0,0
19:39:23 Jul 16 2025,97,116,19,0,0
19:39:25 Jul 16 2025,97,116,22,0,0
19:39:27 Jul 16 2025,97,116,20,0,0
19:39:29 Jul 16 2025,97,116,29,0,0
19:39:31 Jul 16 2025,97,116,16,0,0
19:39:33 Jul 16 2025,97,116,22,0,0
19:39:35 Jul 16 2025,97,116,18,0,0
19:39:37 Jul 16 2025,97,116,19,0,0
19:39:39 Jul 16 2025,97,116,23,0,0
19:39:41 Jul 16 2025,97,116,27,0,0
19:39:43 Jul 16 2025,97,116,28,0,0
19:39:45 Jul 16 2025,98,117,20,0,0
19:39:47 Jul 16 2025,98,117,25,0,0
19:39:49 Jul 16 2025,98,117,19,0,0
19:39:51 Jul 16 2025,97,117,30,0,0
19:39:53 Jul 16 2025,98,118,23,0,0
19:39:55 Jul 16 2025,97,118,24,0,0
19:39:57 Jul 16 2025,97,118,26,0,0
19:39:59 Jul 16 2025,97,118,21,0,0
19:40:01 Jul 16 2025,97,118,25,0,0
19:40:03 Jul 16 2025,97,119,23,0,0
19:40:05 Jul 16 2025,97,119,34,0,0
19:40:07 Jul 16 2025,97,119,27,0,0
19:40:09 Jul 16 2025,97,117,37,0,0
19:40:11 Jul 16 2025,97,117,31,0,0
19:40:13 Jul 16 2025,97,116,37,0,0
19:40:15 Jul 16 2025,97,116,34,0,0
19:40:17 Jul 16 2025,97,117,28,0,0
19:40:19 Jul 16 2025,98,118,40,0,0
19:40:21 Jul 16 2025,98,119,31,0,0
19:40:23 Jul 16 2025,99,120,35,0,0
19:40:25 Jul 16 2025,99,121,40,0,0
19:40:27 Jul 16 2025,99,121,44,0,0
19:40:29 Jul 16 2025,99,121,38,0,0
19:40:31 Jul 16 2025,98,122,43,0,0
19:40:33 Jul 16 2025,98,121,25,0,0
19:40:35 Jul 16 2025,98,120,45,0,0
19:40:37 Jul 16 2025,97,120,38,0,0
19:40:39 Jul 16 2025,97,120,35,0,0
19:40:41 Jul 16 2025,97,120,35,0,0
19:40:43 Jul 16 2025,97,120,38,0,0
19:40:45 Jul 16 2025,97,120,29,0,0
19:40:47 Jul 16 2025,97,119,33,0,0
19:40:49 Jul 16 2025,97,120,29,0,0
19:40:51 Jul 16 2025,97,120,35,0,0
19:40:53 Jul 16 2025,97,119,42,0,0
19:40:55 Jul 16 2025,97,120,27,0,0
19:40:57 Jul 16 2025,97,119,33,0,0
19:40:59 Jul 16 2025,96,119,33,0,0
19:41:01 Jul 16 2025,94,119,33,0,0
19:41:03 Jul 16 2025,91,119,27,0,0
19:41:05 Jul 16 2025,89,120,31,1,0
19:41:07 Jul 16 2025,89,120,27,0,0
19:41:09 Jul 16 2025,90,119,33,0,0
19:41:11 Jul 16 2025,92,119,22,0,0
19:41:13 Jul 16 2025,93,119,41,0,0
19:41:15 Jul 16 2025,93,119,33,0,0
19:41:17 Jul 16 2025,94,119,31,0,0
19:41:19 Jul 16 2025,95,119,23,0,0
19:41:21 Jul 16 2025,95,119,33,0,0
19:41:23 Jul 16 2025,96,119,29,0,0
19:41:25 Jul 16 2025,96,119,25,0,0
19:41:27 Jul 16 2025,97,119,33,0,0
19:41:29 Jul 16 2025,97,118,38,0,0
19:41:31 Jul 16 2025,97,118,33,0,0
19:41:33 Jul 16 2025,97,118,25,0,0
19:41:35 Jul 16 2025,97,118,27,0,0
19:41:37 Jul 16 2025,97,118,30,0,0
19:41:39 Jul 16 2025,97,119,40,0,0
19:41:41 Jul 16 2025,97,119,35,0,0
19:41:43 Jul 16 2025,97,119,28,0,0
19:41:45 Jul 16 2025,97,120,32,0,0
19:41:47 Jul 16 2025,97,119,29,0,0
19:41:49 Jul 16 2025,97,118,25,0,0
19:41:51 Jul 16 2025,97,118,22,0,0
19:41:53 Jul 16 2025,98,119,32,0,0
19:41:55 Jul 16 2025,98,119,31,0,0
19:41:57 Jul 16 2025,97,118,47,0,0
19:41:59 Jul 16 2025,97,119,33,0,0
19:42:01 Jul 16 2025,97,119,32,0,0
19:42:03 Jul 16 2025,97,118,40,0,0
19:42:05 Jul 16 2025,97,118,29,0,0
19:42:07 Jul 16 2025,98,119,43,0,0
19:42:09 Jul 16 2025,98,118,35,0,0
19:42:11 Jul 16 2025,98,119,33,0,0
19:42:13 Jul 16 2025,98,120,37,0,0
19:42:15 Jul 16 2025,98,120,35,0,0
19:42:17 Jul 16 2025,98,119,26,0,0
19:42:19 Jul 16 2025,98,119,24,0,0
19:42:21 Jul 16 2025,98,118,32,0,0
19:42:23 Jul 16 2025,98,118,38,0,0
19:42:25 Jul 16 2025,98,118,33,0,0
19:42:27 Jul 16 2025,98,118,36,0,0
19:42:29 Jul 16 2025,98,119,26,0,0
19:42:31 Jul 16 2025,98,119,30,0,0
19:42:33 Jul 16 2025,98,120,49,0,0
19:42:35 Jul 16 2025,98,119,23,0,0
19:42:37 Jul 16 2025,98,119,30,0,0
19:42:39 Jul 16 2025,98,118,22,0,0
19:42:41 Jul 16 2025,98,118,42,0,0
19:42:43 Jul 16 2025,98,117,38,0,0
19:42:45 Jul 16 2025,98,116,31,0,0
19:42:47 Jul 16 2025,98,116,38,0,0
19:42:49 Jul 16 2025,98,117,33,0,0
19:42:51 Jul 16 2025,98,119,22,0,0
19:42:53 Jul 16 2025,98,119,31,0,0
19:42:55 Jul 16 2025,98,120,54,0,0
19:42:57 Jul 16 2025,98,120,38,0,0
19:42:59 Jul 16 2025,98,120,24,0,0
19:43:01 Jul 16 2025,98,120,40,0,0
19:43:03 Jul 16 2025,98,119,33,0,0
19:43:05 Jul 16 2025,98,119,39,0,0
19:43:07 Jul 16 2025,98,120,40,0,0
19:43:09 Jul 16 2025,98,121,26,0,0
19:43:11 Jul 16 2025,99,121,27,0,0
19:43:13 Jul 16 2025,99,121,33,0,0
19:43:15 Jul 16 2025,99,121,34,0,0
19:43:17 Jul 16 2025,99,121,29,0,0
19:43:19 Jul 16 2025,99,117,28,0,0
19:43:21 Jul 16 2025,99,115,29,0,0
19:43:23 Jul 16 2025,99,114,33,0,0
19:43:25 Jul 16 2025,98,116,26,0,0
19:43:27 Jul 16 2025,99,115,33,0,0
19:43:29 Jul 16 2025,99,116,23,0,0
19:43:31 Jul 16 2025,99,118,31,0,0
19:43:33 Jul 16 2025,99,118,22,0,0
19:43:35 Jul 16 2025,98,120,20,0,0
19:43:37 Jul 16 2025,98,119,23,0,0
19:43:39 Jul 16 2025,98,120,18,0,0
19:43:41 Jul 16 2025,97,119,29,0,0
19:43:43 Jul 16 2025,97,118,24,0,0
19:43:45 Jul 16 2025,97,118,23,0,0
19:43:47 Jul 16 2025,97,118,30,0,0
19:43:49 Jul 16 2025,97,118,32,0,0
19:43:51 Jul 16 2025,97,118,27,0,0
19:43:53 Jul 16 2025,97,119,36,0,0
19:43:55 Jul 16 2025,97,119,26,0,0
19:43:57 Jul 16 2025,97,119,28,0,0
19:43:59 Jul 16 2025,98,119,29,0,0
19:44:01 Jul 16 2025,98,119,34,0,0
19:44:03 Jul 16 2025,98,119,36,0,0
19:44:05 Jul 16 2025,98,119,26,0,0
19:44:07 Jul 16 2025,98,119,31,0,0
19:44:09 Jul 16 2025,98,118,36,0,0
19:44:11 Jul 16 2025,98,118,40,0,0
19:44:13 Jul 16 2025,98,119,48,0,0
19:44:15 Jul 16 2025,98,119,35,0,0
19:44:17 Jul 16 2025,98,118,38,0,0
19:44:19 Jul 16 2025,98,119,34,0,0
19:44:21 Jul 16 2025,98,119,28,0,0
19:44:23 Jul 16 2025,98,120,23,0,0
19:44:25 Jul 16 2025,98,120,28,0,0
19:44:27 Jul 16 2025,98,120,30,0,0
19:44:29 Jul 16 2025,98,121,30,0,0
19:44:31 Jul 16 2025,98,121,36,0,0
19:44:33 Jul 16 2025,98,121,29,0,0
19:44:35 Jul 16 2025,98,120,28,0,0
19:44:37 Jul 16 2025,98,120,22,0,0
19:44:39 Jul 16 2025,99,121,25,0,0
19:44:41 Jul 16 2025,99,121,25,0,0
19:44:43 Jul 16 2025,98,121,37,0,0
19:44:45 Jul 16 2025,98,121,25,0,0
19:44:47 Jul 16 2025,98,120,26,0,0
19:44:49 Jul 16 2025,98,120,30,0,0
19:44:51 Jul 16 2025,98,120,29,0,0
19:44:53 Jul 16 2025,98,120,24,0,0
19:44:55 Jul 16 2025,98,120,29,0,0
19:44:57 Jul 16 2025,98,121,25,0,0
19:44:59 Jul 16 2025,98,121,19,0,0
19:45:01 Jul 16 2025,98,121,26,0,0
19:45:03 Jul 16 2025,98,122,35,0,0
19:45:05 Jul 16 2025,98,122,31,0,0
19:45:07 Jul 16 2025,98,123,30,0,0
19:45:09 Jul 16 2025,98,123,45,0,0
19:45:11 Jul 16 2025,98,122,27,0,0
19:45:13 Jul 16 2025,98,122,23,0,0
19:45:15 Jul 16 2025,98,122,29,0,0
19:45:17 Jul 16 2025,98,121,46,0,0
19:45:19 Jul 16 2025,98,120,41,0,0
19:45:21 Jul 16 2025,98,122,38,0,0
19:45:23 Jul 16 2025,98,122,35,0,0
19:45:25 Jul 16 2025,98,122,28,0,0
19:45:27 Jul 16 2025,98,122,25,0,0
19:45:29 Jul 16 2025,98,121,25,0,0
19:45:31 Jul 16 2025,98,121,19,0,0
19:45:33 Jul 16 2025,98,121,25,0,0
19:45:35 Jul 16 2025,98,119,37,0,0
19:45:37 Jul 16 2025,98,120,17,0,0
19:45:39 Jul 16 2025,98,119,27,0,0
19:45:41 Jul 16 2025,98,120,22,0,0
19:45:43 Jul 16 2025,96,119,20,0,0
19:45:45 Jul 16 2025,95,119,21,0,0
19:45:47 Jul 16 2025,94,120,19,0,0
19:45:49 Jul 16 2025,92,120,25,0,0
19:45:51 Jul 16 2025,92,120,33,0,0
19:45:53 Jul 16 2025,93,120,33,0,0
19:45:55 Jul 16 2025,94,119,33,0,0
19:45:57 Jul 16 2025,95,118,44,0,0
19:45:59 Jul 16 2025,96,118,30,0,0
19:46:01 Jul 16 2025,97,118,30,0,0
19:46:03 Jul 16 2025,97,118,29,0,0
19:46:05 Jul 16 2025,97,119,32,0,0
19:46:07 Jul 16 2025,97,120,26,0,0
19:46:09 Jul 16 2025,96,120,37,0,0
19:46:11 Jul 16 2025,95,120,32,0,0
19:46:13 Jul 16 2025,94,120,32,0,0
19:46:15 Jul 16 2025,94,120,34,0,0
19:46:17 Jul 16 2025,93,119,37,0,0
19:46:19 Jul 16 2025,93,119,38,0,0
19:46:21 Jul 16 2025,93,118,32,0,0
19:46:23 Jul 16 2025,94,119,33,0,0
19:46:25 Jul 16 2025,96,119,36,0,0
19:46:27 Jul 16 2025,97,118,34,0,0
19:46:29 Jul 16 2025,97,118,36,0,0
19:46:31 Jul 16 2025,97,118,34,0,0
19:46:33 Jul 16 2025,97,118,28,0,0
19:46:35 Jul 16 2025,97,117,32,0,0
19:46:37 Jul 16 2025,97,118,28,0,0
19:46:39 Jul 16 2025,97,117,31,0,0
19:46:41 Jul 16 2025,97,117,26,0,0
19:46:43 Jul 16 2025,98,117,35,0,0
19:46:45 Jul 16 2025,98,117,35,0,0
19:46:47 Jul 16 2025,98,117,42,0,0
19:46:49 Jul 16 2025,98,118,46,0,0
19:46:51 Jul 16 2025,98,118,30,0,0
19:46:53 Jul 16 2025,98,118,26,0,0
19:46:55 Jul 16 2025,98,118,31,0,0
19:46:57 Jul 16 2025,98,118,42,0,0
19:46:59 Jul 16 2025,98,118,26,0,0
19:47:01 Jul 16 2025,98,118,39,0,0
19:47:03 Jul 16 2025,98,118,30,0,0
19:47:05 Jul 16 2025,98,118,27,0,0
19:47:07 Jul 16 2025,98,118,26,0,0
19:47:09 Jul 16 2025,98,118,41,0,0
19:47:11 Jul 16 2025,99,118,25,0,0
19:47:13 Jul 16 2025,98,117,65,0,0
19:47:15 Jul 16 2025,98,118,31,0,0
19:47:17 Jul 16 2025,98,118,38,0,0
19:47:19 Jul 16 2025,98,118,33,0,0
19:47:21 Jul 16 2025,98,119,28,0,0
19:47:23 Jul 16 2025,98,118,37,0,0
19:47:25 Jul 16 2025,97,119,39,0,0
19:47:27 Jul 16 2025,97,119,45,0,0
19:47:29 Jul 16 2025,98,119,34,0,0
19:47:31 Jul 16 2025,98,119,69,0,0
19:47:33 Jul 16 2025,98,120,39,0,0
19:47:35 Jul 16 2025,98,120,38,0,0
19:47:37 Jul 16 2025,98,119,44,0,0
19:47:39 Jul 16 2025,98,120,40,0,0
19:47:41 Jul 16 2025,98,119,52,0,0
19:47:43 Jul 16 2025,98,119,36,0,0
19:47:45 Jul 16 2025,98,120,36,0,0
19:47:47 Jul 16 2025,99,121,48,0,0
19:47:49 Jul 16 2025,99,122,35,0,0
19:47:51 Jul 16 2025,99,122,40,0,0
19:47:53 Jul 16 2025,99,122,34,0,0
19:47:55 Jul 16 2025,98,121,24,0,0
19:47:57 Jul 16 2025,99,122,23,0,0
19:47:59 Jul 16 2025,99,121,27,0,0
19:48:01 Jul 16 2025,98,121,22,0,0
19:48:03 Jul 16 2025,98,120,30,0,0
19:48:05 Jul 16 2025,98,120,23,0,0
19:48:07 Jul 16 2025,98,119,39,0,0
19:48:09 Jul 16 2025,98,119,39,0,0
19:48:11 Jul 16 2025,98,118,21,0,0
19:48:13 Jul 16 2025,97,117,24,0,0
19:48:15 Jul 16 2025,97,118,20,0,0
19:48:17 Jul 16 2025,97,118,28,0,0
19:48:19 Jul 16 2025,97,117,18,0,0
19:48:21 Jul 16 2025,97,117,14,0,0
19:48:23 Jul 16 2025,97,117,13,0,0
19:48:25 Jul 16 2025,97,116,20,0,0
19:48:27 Jul 16 2025,97,115,15,0,0
19:48:29 Jul 16 2025,97,115,20,0,0
19:48:31 Jul 16 2025,97,115,23,0,0
19:48:33 Jul 16 2025,97,115,25,0,0
19:48:35 Jul 16 2025,97,115,29,0,0
19:48:37 Jul 16 2025,97,116,25,0,0
19:48:39 Jul 16 2025,97,116,25,0,0
19:48:41 Jul 16 2025,97,117,25,0,0
19:48:43 Jul 16 2025,97,117,24,0,0
19:48:45 Jul 16 2025,97,117,25,0,0
19:48:47 Jul 16 2025,97,116,25,0,0
19:48:49 Jul 16 2025,97,115,27,0,0
19:48:51 Jul 16 2025,97,114,29,0,0
19:48:53 Jul 16 2025,97,114,43,0,0
19:48:55 Jul 16 2025,97,114,31,0,0
19:48:57 Jul 16 2025,97,114,19,0,0
19:48:59 Jul 16 2025,97,112,23,0,0
19:49:01 Jul 16 2025,97,111,25,0,0
19:49:03 Jul 16 2025,97,111,29,0,0
19:49:05 Jul 16 2025,97,112,33,0,0
19:49:07 Jul 16 2025,97,112,30,0,0
19:49:09 Jul 16 2025,97,115,21,0,0
19:49:11 Jul 16 2025,97,116,20,0,0
19:49:13 Jul 16 2025,97,116,31,0,0
19:49:15 Jul 16 2025,97,116,24,0,0
19:49:17 Jul 16 2025,96,116,16,0,0
19:49:19 Jul 16 2025,96,116,24,0,0
19:49:21 Jul 16 2025,97,116,25,0,0
19:49:23 Jul 16 2025,97,117,23,0,0
19:49:25 Jul 16 2025,97,117,23,0,0
19:49:27 Jul 16 2025,97,117,24,0,0
19:49:29 Jul 16 2025,97,117,33,0,0
19:49:31 Jul 16 2025,97,117,25,0,0
19:49:33 Jul 16 2025,97,116,28,0,0
19:49:35 Jul 16 2025,97,116,25,0,0
19:49:37 Jul 16 2025,97,117,24,0,0
19:49:39 Jul 16 2025,97,116,21,0,0
19:49:41 Jul 16 2025,97,117,31,0,0
19:49:43 Jul 16 2025,97,117,27,0,0
19:49:45 Jul 16 2025,97,118,25,0,0
19:49:47 Jul 16 2025,98,119,30,0,0
19:49:49 Jul 16 2025,98,120,29,0,0
19:49:51 Jul 16 2025,98,121,33,0,0
19:49:53 Jul 16 2025,98,120,35,0,0
19:49:55 Jul 16 2025,98,120,39,0,0
19:49:57 Jul 16 2025,98,120,18,0,0
19:49:59 Jul 16 2025,98,119,28,0,0
19:50:01 Jul 16 2025,98,119,35,0,0
19:50:03 Jul 16 2025,98,119,38,0,0
19:50:05 Jul 16 2025,98,119,28,0,0
19:50:07 Jul 16 2025,97,119,31,0,0
19:50:09 Jul 16 2025,97,118,32,0,0
19:50:11 Jul 16 2025,97,118,30,0,0
19:50:13 Jul 16 2025,97,118,31,0,0
19:50:15 Jul 16 2025,97,118,37,0,0
19:50:17 Jul 16 2025,97,118,32,0,0
19:50:19 Jul 16 2025,97,120,29,0,0
19:50:21 Jul 16 2025,97,121,25,0,0
19:50:23 Jul 16 2025,97,121,25,0,0
19:50:25 Jul 16 2025,97,121,35,0,0
19:50:27 Jul 16 2025,97,122,33,0,0
19:50:29 Jul 16 2025,97,121,40,0,0
19:50:31 Jul 16 2025,97,121,31,0,0
19:50:33 Jul 16 2025,98,122,33,0,0
19:50:35 Jul 16 2025,98,121,34,0,0
19:50:37 Jul 16 2025,97,121,31,0,0
19:50:39 Jul 16 2025,97,121,24,0,0
19:50:41 Jul 16 2025,97,121,31,0,0
19:50:43 Jul 16 2025,97,120,40,0,0
19:50:45 Jul 16 2025,97,119,46,0,0
19:50:47 Jul 16 2025,97,120,31,0,0
19:50:49 Jul 16 2025,98,120,27,0,0
19:50:51 Jul 16 2025,98,119,35,0,0
19:50:53 Jul 16 2025,98,119,31,0,0
19:50:55 Jul 16 2025,98,120,24,0,0
19:50:57 Jul 16 2025,98,120,31,0,0
19:50:59 Jul 16 2025,98,120,41,0,0
19:51:01 Jul 16 2025,98,120,33,0,0
19:51:03 Jul 16 2025,98,119,34,0,0
19:51:05 Jul 16 2025,98,120,36,0,0
19:51:07 Jul 16 2025,98,120,27,0,0
19:51:09 Jul 16 2025,98,120,27,0,0
19:51:11 Jul 16 2025,98,120,29,0,0
19:51:13 Jul 16 2025,98,122,25,0,0
19:51:15 Jul 16 2025,98,121,40,0,0
19:51:17 Jul 16 2025,98,121,37,0,0
19:51:19 Jul 16 2025,98,120,31,0,0
19:51:21 Jul 16 2025,98,120,31,0,0
19:51:23 Jul 16 2025,99,120,26,0,0
19:51:25 Jul 16 2025,99,120,27,0,0
19:51:27 Jul 16 2025,99,121,27,0,0
19:51:29 Jul 16 2025,98,120,38,0,0
19:51:31 Jul 16 2025,98,120,47,0,0
19:51:33 Jul 16 2025,98,120,26,0,0
19:51:35 Jul 16 2025,98,121,31,0,0
19:51:37 Jul 16 2025,98,119,33,0,0
19:51:39 Jul 16 2025,98,119,28,0,0
19:51:41 Jul 16 2025,98,120,38,0,0
19:51:43 Jul 16 2025,98,119,27,0,0
19:51:45 Jul 16 2025,98,120,22,0,0
19:51:47 Jul 16 2025,98,120,28,0,0
19:51:49 Jul 16 2025,98,120,18,0,0
19:51:51 Jul 16 2025,98,120,41,0,0
19:51:53 Jul 16 2025,98,120,36,0,0
19:51:55 Jul 16 2025,98,121,28,0,0
19:51:57 Jul 16 2025,98,121,35,0,0
19:51:59 Jul 16 2025,98,122,35,0,0
19:52:01 Jul 16 2025,98,122,32,0,0
19:52:03 Jul 16 2025,98,123,46,0,0
19:52:05 Jul 16 2025,98,122,40,0,0
19:52:07 Jul 16 2025,98,121,29,0,0
19:52:09 Jul 16 2025,98,121,45,0,0
19:52:11 Jul 16 2025,98,122,30,0,0
19:52:13 Jul 16 2025,97,121,26,0,0
19:52:15 Jul 16 2025,98,120,32,0,0
19:52:17 Jul 16 2025,98,121,35,0,0
19:52:19 Jul 16 2025,98,121,31,0,0
19:52:21 Jul 16 2025,98,121,51,0,0
19:52:23 Jul 16 2025,98,120,31,0,0
19:52:25 Jul 16 2025,98,120,22,0,0
19:52:27 Jul 16 2025,98,119,25,0,0
19:52:29 Jul 16 2025,97,119,37,0,0
19:52:31 Jul 16 2025,97,119,42,0,0
19:52:33 Jul 16 2025,97,119,28,0,0
19:52:35 Jul 16 2025,97,118,29,0,0
19:52:37 Jul 16 2025,97,118,30,0,0
19:52:39 Jul 16 2025,97,119,32,0,0
